id,type,parent_id,schema,name,parent_name,datatype,constraints,instances,text_sequence,instance_sequence
entity_93,column,entity_82,OC_ORACLE,LOGO_LAST_UPDATED,STORES,DATE,,,LOGO_LAST_UPDATED STORES DATE ,LOGO_LAST_UPDATED: {}
entity_95,table,entity_94,OC_MYSQL,CUSTOMERS,,,,"customer Number, customer Name, contact LastName, contact First Name, phone, address Line 1, address Line 2, city, state, postal Code, country, sales Rep Employee Number, credit Limit","CUSTOMERS [customer Number, customer Name, contact LastName, contact First Name, phone, address Line 1, address Line 2, city, state, postal Code, country, sales Rep Employee Number, credit Limit]","CUSTOMERS: {customer Number, customer Name, contact LastName, contact First Name, phone, address Line 1, address Line 2, city, state, postal Code, country, sales Rep Employee Number, credit Limit}"
entity_96,column,entity_95,OC_MYSQL,CUSTOMERNUMBER,CUSTOMERS,NUMBER,PRIMARY KEY,"151, 456, 386, 168, 157",CUSTOMERNUMBER CUSTOMERS NUMBER PRIMARY KEY,"CUSTOMERNUMBER: {151, 456, 386, 168, 157}"
entity_97,column,entity_95,OC_MYSQL,CUSTOMERNAME,CUSTOMERS,VARCHAR2,,"L'ordine Souveniers, Online Mini Collectables, Gift Depot Inc., Warburg Exchange, NatÃ¯Â¿Â½rlich Autos",CUSTOMERNAME CUSTOMERS VARCHAR2 ,"CUSTOMERNAME: {L'ordine Souveniers, Online Mini Collectables, Gift Depot Inc., Warburg Exchange, NatÃ¯Â¿Â½rlich Autos}"
entity_98,column,entity_95,OC_MYSQL,CONTACTLASTNAME,CUSTOMERS,VARCHAR2,,"Tonini, Choi, Dewey, Saavedra, Yoshido",CONTACTLASTNAME CUSTOMERS VARCHAR2 ,"CONTACTLASTNAME: {Tonini, Choi, Dewey, Saavedra, Yoshido}"
entity_99,column,entity_95,OC_MYSQL,CONTACTFIRSTNAME,CUSTOMERS,VARCHAR2,,"Maria, Mel, Eric, Rachel, Pirkko",CONTACTFIRSTNAME CUSTOMERS VARCHAR2 ,"CONTACTFIRSTNAME: {Maria, Mel, Eric, Rachel, Pirkko}"
entity_100,column,entity_95,OC_MYSQL,PHONE,CUSTOMERS,VARCHAR2,,"2035552570, (171) 555-7555, 2015559350, 04 499 9555, 0555-09555",PHONE CUSTOMERS VARCHAR2 ,"PHONE: {2035552570, (171) 555-7555, 2015559350, 04 499 9555, 0555-09555}"
entity_101,column,entity_95,OC_MYSQL,ADDRESSLINE1,CUSTOMERS,VARCHAR2,,"Magazinweg 7, Forsterstr. 57, Ã¯Â¿Â½kergatan 24, TaucherstraÃ¯Â¿Â½e 10, 3 Hagalim Blv.",ADDRESSLINE1 CUSTOMERS VARCHAR2 ,"ADDRESSLINE1: {Magazinweg 7, Forsterstr. 57, Ã¯Â¿Â½kergatan 24, TaucherstraÃ¯Â¿Â½e 10, 3 Hagalim Blv.}"
entity_102,column,entity_95,OC_MYSQL,ADDRESSLINE2,CUSTOMERS,VARCHAR2,,"815 Pacific Hwy, Alessandro Volta 16, Suite 400, Floor No. 4, Level 3",ADDRESSLINE2 CUSTOMERS VARCHAR2 ,"ADDRESSLINE2: {815 Pacific Hwy, Alessandro Volta 16, Suite 400, Floor No. 4, Level 3}"
entity_103,column,entity_95,OC_MYSQL,CITY,CUSTOMERS,VARCHAR2,,"Strasbourg, Saint Petersburg, Glendale, Nashua, KÃ¯Â¿Â½ln",CITY CUSTOMERS VARCHAR2 ,"CITY: {Strasbourg, Saint Petersburg, Glendale, Nashua, KÃ¯Â¿Â½ln}"
entity_104,column,entity_95,OC_MYSQL,STATE,CUSTOMERS,VARCHAR2,,"Victoria, QuÃ¯Â¿Â½bec, Osaka, NV, nan",STATE CUSTOMERS VARCHAR2 ,"STATE: {Victoria, QuÃ¯Â¿Â½bec, Osaka, NV, nan}"
entity_105,column,entity_95,OC_MYSQL,POSTALCODE,CUSTOMERS,VARCHAR2,,"97562, 92561, 80686, 10100, 106-0032",POSTALCODE CUSTOMERS VARCHAR2 ,"POSTALCODE: {97562, 92561, 80686, 10100, 106-0032}"
entity_106,column,entity_95,OC_MYSQL,COUNTRY,CUSTOMERS,VARCHAR2,,"Japan, Switzerland, Israel, Russia, Norway",COUNTRY CUSTOMERS VARCHAR2 ,"COUNTRY: {Japan, Switzerland, Israel, Russia, Norway}"
entity_107,column,entity_95,OC_MYSQL,SALESREPEMPLOYEENUMBER,CUSTOMERS,NUMBER,FOREIGN KEY REFERENCES employees(employeeNumber),"1323, 1165, 1501, 0, 1504",SALESREPEMPLOYEENUMBER CUSTOMERS NUMBER FOREIGN KEY,"SALESREPEMPLOYEENUMBER: {1323, 1165, 1501, 0, 1504}"
entity_108,column,entity_95,OC_MYSQL,CREDITLIMIT,CUSTOMERS,FLOAT,,"55400.0, 123900.0, 41900.0, 0.0, 120800.0",CREDITLIMIT CUSTOMERS FLOAT ,"CREDITLIMIT: {55400.0, 123900.0, 41900.0, 0.0, 120800.0}"
entity_109,table,entity_94,OC_MYSQL,EMPLOYEES,,,,"employee Number, lastName, first Name, extension, email, office Code, reports To, job Title","EMPLOYEES [employee Number, lastName, first Name, extension, email, office Code, reports To, job Title]","EMPLOYEES: {employee Number, lastName, first Name, extension, email, office Code, reports To, job Title}"
entity_110,column,entity_109,OC_MYSQL,EMPLOYEENUMBER,EMPLOYEES,NUMBER,PRIMARY KEY,"1188, 1216, 1323, 1002, 1401",EMPLOYEENUMBER EMPLOYEES NUMBER PRIMARY KEY,"EMPLOYEENUMBER: {1188, 1216, 1323, 1002, 1401}"
entity_111,column,entity_109,OC_MYSQL,LASTNAME,EMPLOYEES,VARCHAR2,,"Tseng, Castillo, Firrelli, Bow, Fixter",LASTNAME EMPLOYEES VARCHAR2 ,"LASTNAME: {Tseng, Castillo, Firrelli, Bow, Fixter}"
entity_112,column,entity_109,OC_MYSQL,FIRSTNAME,EMPLOYEES,VARCHAR2,,"Julie, Peter, George, Yoshimi, Andy",FIRSTNAME EMPLOYEES VARCHAR2 ,"FIRSTNAME: {Julie, Peter, George, Yoshimi, Andy}"
entity_113,column,entity_109,OC_MYSQL,EXTENSION,EMPLOYEES,VARCHAR2,,"x9273, x2028, x6493, x101, x2248",EXTENSION EMPLOYEES VARCHAR2 ,"EXTENSION: {x9273, x2028, x6493, x101, x2248}"
entity_114,column,entity_109,OC_MYSQL,EMAIL,EMPLOYEES,VARCHAR2,,"afixter@classicmodelcars.com, ykato@classicmodelcars.com, spatterson@classicmodelcars.com, gbondur@classicmodelcars.com, mgerard@classicmodelcars.com",EMAIL EMPLOYEES VARCHAR2 ,"EMAIL: {afixter@classicmodelcars.com, ykato@classicmodelcars.com, spatterson@classicmodelcars.com, gbondur@classicmodelcars.com, mgerard@classicmodelcars.com}"
entity_115,column,entity_109,OC_MYSQL,OFFICECODE,EMPLOYEES,NUMBER,FOREIGN KEY REFERENCES offices(officeCode),"1, 3, 4, 2, 7",OFFICECODE EMPLOYEES NUMBER FOREIGN KEY,"OFFICECODE: {1, 3, 4, 2, 7}"
entity_116,column,entity_109,OC_MYSQL,REPORTSTO,EMPLOYEES,NUMBER,FOREIGN KEY REFERENCES employees(employeeNumber),"1102, 1143, 1056, 1088, 1621",REPORTSTO EMPLOYEES NUMBER FOREIGN KEY,"REPORTSTO: {1102, 1143, 1056, 1088, 1621}"
entity_117,column,entity_109,OC_MYSQL,JOBTITLE,EMPLOYEES,VARCHAR2,,"Sales Manager (APAC), Sales Manager (NA), President, Sale Manager (EMEA), VP Marketing",JOBTITLE EMPLOYEES VARCHAR2 ,"JOBTITLE: {Sales Manager (APAC), Sales Manager (NA), President, Sale Manager (EMEA), VP Marketing}"
entity_118,table,entity_94,OC_MYSQL,OFFICES,,,,"office Code, city, phone, address Line 1, address Line 2, state, country, postal Code, territory","OFFICES [office Code, city, phone, address Line 1, address Line 2, state, country, postal Code, territory]","OFFICES: {office Code, city, phone, address Line 1, address Line 2, state, country, postal Code, territory}"
entity_119,column,entity_118,OC_MYSQL,OFFICECODE,OFFICES,NUMBER,PRIMARY KEY,"2, 5, 1, 7, 6",OFFICECODE OFFICES NUMBER PRIMARY KEY,"OFFICECODE: {2, 5, 1, 7, 6}"
entity_120,column,entity_118,OC_MYSQL,CITY,OFFICES,VARCHAR2,,"Tokyo, San Francisco, Boston, Paris, NYC",CITY OFFICES VARCHAR2 ,"CITY: {Tokyo, San Francisco, Boston, Paris, NYC}"
entity_121,column,entity_118,OC_MYSQL,PHONE,OFFICES,VARCHAR2,,"+33 14 723 4404, +44 20 7877 2041, +61 2 9264 2451, +81 33 224 5000, +1 215 837 0825",PHONE OFFICES VARCHAR2 ,"PHONE: {+33 14 723 4404, +44 20 7877 2041, +61 2 9264 2451, +81 33 224 5000, +1 215 837 0825}"
entity_122,column,entity_118,OC_MYSQL,ADDRESSLINE1,OFFICES,VARCHAR2,,"1550 Court Place, 5-11 Wentworth Avenue, 43 Rue Jouffroy D'abbans, 523 East 53rd Street, 4-1 Kioicho",ADDRESSLINE1 OFFICES VARCHAR2 ,"ADDRESSLINE1: {1550 Court Place, 5-11 Wentworth Avenue, 43 Rue Jouffroy D'abbans, 523 East 53rd Street, 4-1 Kioicho}"
entity_123,column,entity_118,OC_MYSQL,ADDRESSLINE2,OFFICES,VARCHAR2,,"Suite 300, Suite 102, Level 7, Floor #2, apt. 5A",ADDRESSLINE2 OFFICES VARCHAR2 ,"ADDRESSLINE2: {Suite 300, Suite 102, Level 7, Floor #2, apt. 5A}"
entity_124,column,entity_118,OC_MYSQL,STATE,OFFICES,VARCHAR2,,"MA, CA, NY, Chiyoda-Ku, nan",STATE OFFICES VARCHAR2 ,"STATE: {MA, CA, NY, Chiyoda-Ku, nan}"
entity_125,column,entity_118,OC_MYSQL,COUNTRY,OFFICES,VARCHAR2,,"USA, UK, Australia, France, Japan",COUNTRY OFFICES VARCHAR2 ,"COUNTRY: {USA, UK, Australia, France, Japan}"
entity_126,column,entity_118,OC_MYSQL,POSTALCODE,OFFICES,VARCHAR2,,"94080, 102-8578, EC2N 1HN, NSW 2010, 02107",POSTALCODE OFFICES VARCHAR2 ,"POSTALCODE: {94080, 102-8578, EC2N 1HN, NSW 2010, 02107}"
entity_127,column,entity_118,OC_MYSQL,TERRITORY,OFFICES,VARCHAR2,,EMEA,TERRITORY OFFICES VARCHAR2 ,TERRITORY: {EMEA}
entity_128,table,entity_94,OC_MYSQL,ORDERDETAILS,,,,"order Number, product Code, quantity Ordered, price Each, order Line Number","ORDERDETAILS [order Number, product Code, quantity Ordered, price Each, order Line Number]","ORDERDETAILS: {order Number, product Code, quantity Ordered, price Each, order Line Number}"
entity_129,column,entity_128,OC_MYSQL,ORDERNUMBER,ORDERDETAILS,NUMBER,PRIMARY KEY FOREIGN KEY REFERENCES orders(orderNumber),"10145, 10140, 10303, 10337, 10279",ORDERNUMBER ORDERDETAILS NUMBER PRIMARY KEY FOREIGN KEY,"ORDERNUMBER: {10145, 10140, 10303, 10337, 10279}"
entity_130,column,entity_128,OC_MYSQL,PRODUCTCODE,ORDERDETAILS,VARCHAR2,PRIMARY KEY FOREIGN KEY REFERENCES products(productCode),"S18_3029, S72_1253, S700_2824, S24_1444, S10_4698",PRODUCTCODE ORDERDETAILS VARCHAR2 PRIMARY KEY FOREIGN KEY,"PRODUCTCODE: {S18_3029, S72_1253, S700_2824, S24_1444, S10_4698}"
entity_131,column,entity_128,OC_MYSQL,QUANTITYORDERED,ORDERDETAILS,NUMBER,,"55, 18, 28, 77, 50",QUANTITYORDERED ORDERDETAILS NUMBER ,"QUANTITYORDERED: {55, 18, 28, 77, 50}"
entity_132,column,entity_128,OC_MYSQL,PRICEEACH,ORDERDETAILS,FLOAT,,"63.98, 73.99, 49.13, 65.6, 59.83",PRICEEACH ORDERDETAILS FLOAT ,"PRICEEACH: {63.98, 73.99, 49.13, 65.6, 59.83}"
entity_133,column,entity_128,OC_MYSQL,ORDERLINENUMBER,ORDERDETAILS,NUMBER,,"17, 10, 4, 11, 8",ORDERLINENUMBER ORDERDETAILS NUMBER ,"ORDERLINENUMBER: {17, 10, 4, 11, 8}"
entity_134,table,entity_94,OC_MYSQL,ORDERS,,,,"order Number, order Date, required Date, shipped Date, status, comments, customer Number","ORDERS [order Number, order Date, required Date, shipped Date, status, comments, customer Number]","ORDERS: {order Number, order Date, required Date, shipped Date, status, comments, customer Number}"
entity_135,column,entity_134,OC_MYSQL,ORDERNUMBER,ORDERS,NUMBER,PRIMARY KEY,"10400, 10338, 10389, 10341, 10135",ORDERNUMBER ORDERS NUMBER PRIMARY KEY,"ORDERNUMBER: {10400, 10338, 10389, 10341, 10135}"
entity_136,column,entity_134,OC_MYSQL,ORDERDATE,ORDERS,DATE,,"2004-05-11, 2005-05-31, 2005-02-02, 2005-05-13, 2005-03-11",ORDERDATE ORDERS DATE ,"ORDERDATE: {2004-05-11, 2005-05-31, 2005-02-02, 2005-05-13, 2005-03-11}"
entity_137,column,entity_134,OC_MYSQL,REQUIREDDATE,ORDERS,DATE,,"2003-12-06, 2005-02-21, 2004-08-26, 2003-10-16, 2004-01-15",REQUIREDDATE ORDERS DATE ,"REQUIREDDATE: {2003-12-06, 2005-02-21, 2004-08-26, 2003-10-16, 2004-01-15}"
entity_138,column,entity_134,OC_MYSQL,SHIPPEDDATE,ORDERS,DATE,,"2004-02-12, 2004-01-27, 2004-04-10, 2005-04-27, 2005-03-28",SHIPPEDDATE ORDERS DATE ,"SHIPPEDDATE: {2004-02-12, 2004-01-27, 2004-04-10, 2005-04-27, 2005-03-28}"
entity_139,column,entity_134,OC_MYSQL,STATUS,ORDERS,VARCHAR2,,"Disputed, Resolved, Cancelled, On Hold, Shipped",STATUS ORDERS VARCHAR2 ,"STATUS: {Disputed, Resolved, Cancelled, On Hold, Shipped}"
entity_140,column,entity_134,OC_MYSQL,COMMENTS,ORDERS,VARCHAR2,,"Customer disputed the order and we agreed to cancel it. We must be more cautions with this customer going forward, since they are very hard to please. We must cover the shipping fees., Customer will send a truck to our local warehouse on 7/1/2004, Customer requested that ad materials (such as posters, pamphlets) be included in the shippment, Can we renegotiate this one?, Customer cancelled due to urgent budgeting issues. Must be cautious when dealing with them in the future. Since order shipped already we must discuss who would cover the shipping charges.",COMMENTS ORDERS VARCHAR2 ,"COMMENTS: {Customer disputed the order and we agreed to cancel it. We must be more cautions with this customer going forward, since they are very hard to please. We must cover the shipping fees., Customer will send a truck to our local warehouse on 7/1/2004, Customer requested that ad materials (such as posters, pamphlets) be included in the shippment, Can we renegotiate this one?, Customer cancelled due to urgent budgeting issues. Must be cautious when dealing with them in the future. Since order shipped already we must discuss who would cover the shipping charges.}"
entity_141,column,entity_134,OC_MYSQL,CUSTOMERNUMBER,ORDERS,NUMBER,FOREIGN KEY REFERENCES customers(customerNumber),"298, 314, 452, 201, 198",CUSTOMERNUMBER ORDERS NUMBER FOREIGN KEY,"CUSTOMERNUMBER: {298, 314, 452, 201, 198}"
entity_142,table,entity_94,OC_MYSQL,PAYMENTS,,,,"customer Number, check Number, payment Date, amount","PAYMENTS [customer Number, check Number, payment Date, amount]","PAYMENTS: {customer Number, check Number, payment Date, amount}"
entity_143,column,entity_142,OC_MYSQL,CUSTOMERNUMBER,PAYMENTS,NUMBER,PRIMARY KEY FOREIGN KEY REFERENCES customers(customerNumber),"495, 412, 166, 240, 148",CUSTOMERNUMBER PAYMENTS NUMBER PRIMARY KEY FOREIGN KEY,"CUSTOMERNUMBER: {495, 412, 166, 240, 148}"
entity_144,column,entity_142,OC_MYSQL,CHECKNUMBER,PAYMENTS,VARCHAR2,PRIMARY KEY,"JO719695, CN328545, NR27552, CA762595, MN89921",CHECKNUMBER PAYMENTS VARCHAR2 PRIMARY KEY,"CHECKNUMBER: {JO719695, CN328545, NR27552, CA762595, MN89921}"
entity_145,column,entity_142,OC_MYSQL,PAYMENTDATE,PAYMENTS,DATE,,"2005-05-18, 2004-02-17, 2004-12-05, 2004-08-09, 2003-02-20",PAYMENTDATE PAYMENTS DATE ,"PAYMENTDATE: {2005-05-18, 2004-02-17, 2004-12-05, 2004-08-09, 2003-02-20}"
entity_146,column,entity_142,OC_MYSQL,AMOUNT,PAYMENTS,FLOAT,,"36442.34, 15059.76, 3452.75, 32723.04, 1960.8",AMOUNT PAYMENTS FLOAT ,"AMOUNT: {36442.34, 15059.76, 3452.75, 32723.04, 1960.8}"
entity_147,table,entity_94,OC_MYSQL,PRODUCTLINES,,,,"product Line, text Description, html Description, image","PRODUCTLINES [product Line, text Description, html Description, image]","PRODUCTLINES: {product Line, text Description, html Description, image}"
entity_148,column,entity_147,OC_MYSQL,PRODUCTLINE,PRODUCTLINES,VARCHAR2,PRIMARY KEY,"Classic Cars, Ships, Planes, Trucks and Buses, Vintage Cars",PRODUCTLINE PRODUCTLINES VARCHAR2 PRIMARY KEY,"PRODUCTLINE: {Classic Cars, Ships, Planes, Trucks and Buses, Vintage Cars}"
entity_149,column,entity_147,OC_MYSQL,TEXTDESCRIPTION,PRODUCTLINES,VARCHAR2,,"Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office., Unique, diecast airplane and helicopter replicas suitable for collections, as well as home, office or classroom decorations. Models contain stunning details such as official logos and insignias, rotating jet engines and propellers, retractable wheels, and so on. Most come fully assembled and with a certificate of authenticity from their manufacturers., Our motorcycles are state of the art replicas of classic as well as contemporary motorcycle legends such as Harley Davidson, Ducati and Vespa. Models contain stunning details such as official logos, rotating wheels, working kickstand, front suspension, gear-shift lever, footbrake lever, and drive chain. Materials used include diecast and plastic. The models range in size from 1:10 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. All models come fully assembled and ready for display in the home or office. Most include a certificate of authenticity., Model trains are a rewarding hobby for enthusiasts of all ages. Whether you're looking for collectible wooden trains, electric streetcars or locomotives, you'll find a number of great choices for any budget within this category. The interactive aspect of trains makes toy trains perfect for young columnren. The wooden train sets are ideal for columnren under the age of 5., The Truck and Bus models are realistic replicas of buses and specialized trucks produced from the early 1920s to present. The models range in size from 1:12 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. Materials used include tin, diecast and plastic. All models include a certificate of authenticity from their manufacturers and are a perfect ornament for the home and office.",TEXTDESCRIPTION PRODUCTLINES VARCHAR2 ,"TEXTDESCRIPTION: {Attention car enthusiasts: Make your wildest car ownership dreams come true. Whether you are looking for classic muscle cars, dream sports cars or movie-inspired miniatures, you will find great choices in this category. These replicas feature superb attention to detail and craftsmanship and offer features such as working steering system, opening forward compartment, opening rear trunk with removable spare wheel, 4-wheel independent spring suspension, and so on. The models range in size from 1:10 to 1:24 scale and include numerous limited edition and several out-of-production vehicles. All models include a certificate of authenticity from their manufacturers and come fully assembled and ready for display in the home or office., Unique, diecast airplane and helicopter replicas suitable for collections, as well as home, office or classroom decorations. Models contain stunning details such as official logos and insignias, rotating jet engines and propellers, retractable wheels, and so on. Most come fully assembled and with a certificate of authenticity from their manufacturers., Our motorcycles are state of the art replicas of classic as well as contemporary motorcycle legends such as Harley Davidson, Ducati and Vespa. Models contain stunning details such as official logos, rotating wheels, working kickstand, front suspension, gear-shift lever, footbrake lever, and drive chain. Materials used include diecast and plastic. The models range in size from 1:10 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. All models come fully assembled and ready for display in the home or office. Most include a certificate of authenticity., Model trains are a rewarding hobby for enthusiasts of all ages. Whether you're looking for collectible wooden trains, electric streetcars or locomotives, you'll find a number of great choices for any budget within this category. The interactive aspect of trains makes toy trains perfect for young columnren. The wooden train sets are ideal for columnren under the age of 5., The Truck and Bus models are realistic replicas of buses and specialized trucks produced from the early 1920s to present. The models range in size from 1:12 to 1:50 scale and include numerous limited edition and several out-of-production vehicles. Materials used include tin, diecast and plastic. All models include a certificate of authenticity from their manufacturers and are a perfect ornament for the home and office.}"
entity_150,column,entity_147,OC_MYSQL,HTMLDESCRIPTION,PRODUCTLINES,VARCHAR2,,,HTMLDESCRIPTION PRODUCTLINES VARCHAR2 ,HTMLDESCRIPTION: {}
entity_151,column,entity_147,OC_MYSQL,IMAGE,PRODUCTLINES,BLOB,,,IMAGE PRODUCTLINES BLOB ,IMAGE: {}
entity_152,table,entity_94,OC_MYSQL,PRODUCTS,,,,"product Code, product Name, product Line, product Scale, product Vendor, product Description, quantity In Stock, buy Price, M SRP","PRODUCTS [product Code, product Name, product Line, product Scale, product Vendor, product Description, quantity In Stock, buy Price, M SRP]","PRODUCTS: {product Code, product Name, product Line, product Scale, product Vendor, product Description, quantity In Stock, buy Price, M SRP}"
entity_153,column,entity_152,OC_MYSQL,PRODUCTCODE,PRODUCTS,VARCHAR2,PRIMARY KEY,"S24_2766, S32_4289, S18_1662, S12_1666, S24_1578",PRODUCTCODE PRODUCTS VARCHAR2 PRIMARY KEY,"PRODUCTCODE: {S24_2766, S32_4289, S18_1662, S12_1666, S24_1578}"
entity_154,column,entity_152,OC_MYSQL,PRODUCTNAME,PRODUCTS,VARCHAR2,,"1928 British Royal Navy Airplane, 1937 Lincoln Berline, 1970 Chevy Chevelle SS 454, 1992 Porsche Cayenne Turbo Silver, 1982 Lamborghini Diablo",PRODUCTNAME PRODUCTS VARCHAR2 ,"PRODUCTNAME: {1928 British Royal Navy Airplane, 1937 Lincoln Berline, 1970 Chevy Chevelle SS 454, 1992 Porsche Cayenne Turbo Silver, 1982 Lamborghini Diablo}"
entity_155,column,entity_152,OC_MYSQL,PRODUCTLINE,PRODUCTS,VARCHAR2,FOREIGN KEY REFERENCES productlines(productLine),"Trains, Vintage Cars, Trucks and Buses, Classic Cars, Motorcycles",PRODUCTLINE PRODUCTS VARCHAR2 FOREIGN KEY,"PRODUCTLINE: {Trains, Vintage Cars, Trucks and Buses, Classic Cars, Motorcycles}"
entity_156,column,entity_152,OC_MYSQL,PRODUCTSCALE,PRODUCTS,VARCHAR2,,"1:24, 1:72, 1:50, 1:12, 1:10",PRODUCTSCALE PRODUCTS VARCHAR2 ,"PRODUCTSCALE: {1:24, 1:72, 1:50, 1:12, 1:10}"
entity_157,column,entity_152,OC_MYSQL,PRODUCTVENDOR,PRODUCTS,VARCHAR2,,"Autoart Studio Design, Min Lin Diecast, Studio M Art Models, Second Gear Diecast, Classic Metal Creations",PRODUCTVENDOR PRODUCTS VARCHAR2 ,"PRODUCTVENDOR: {Autoart Studio Design, Min Lin Diecast, Studio M Art Models, Second Gear Diecast, Classic Metal Creations}"
entity_158,column,entity_152,OC_MYSQL,PRODUCTDESCRIPTION,PRODUCTS,VARCHAR2,,"This replica features working kickstand; front suspension., Turnable front wheels; steering function; detailed interior., Official Moto Guzzi logos and insignias;., Hood; doors and trunk all open to reveal highly detailed interior features., Model features 30 windows; skylights & glare resistant glass.",PRODUCTDESCRIPTION PRODUCTS VARCHAR2 ,"PRODUCTDESCRIPTION: {1:12 scale model of a 1968 Dodge Charger. Hood, doors and trunk all open to reveal highly detailed interior features. Steering wheel actually turns the front wheels. Color black, Features opening hood, opening doors, opening trunk, wide white wall tires, front door arm rests, working steering system., Measures 38 inches Long x 33 3/4 inches High. Includes a stand.  Many extras including rigging, long boats, pilot house, anchors, etc. Comes with 2 masts, all square-rigged, Model features, official Harley Davidson logos and insignias, detachable rear wheelie bar, heavy diecast metal with resin parts, authentic multi-color tampo-printed graphics, separate engine drive belts, free-turning front fork, rotating tires and rear racing slick, certificate of authenticity, detailed engine, display stand  , precision diecast replica, baked enamel finish, 1:10 scale model, removable fender, seat and tank cover piece for displaying the superior detail of the v-twin engine, Exact replica. 100+ parts. working steering system, original logos}"
entity_159,column,entity_152,OC_MYSQL,QUANTITYINSTOCK,PRODUCTS,NUMBER,,"414, 2874, 1452, 6906, 2542",QUANTITYINSTOCK PRODUCTS NUMBER ,"QUANTITYINSTOCK: {414, 2874, 1452, 6906, 2542}"
entity_160,column,entity_152,OC_MYSQL,BUYPRICE,PRODUCTS,FLOAT,,"29.18, 60.74, 66.74, 21.75, 34.0",BUYPRICE PRODUCTS FLOAT ,"BUYPRICE: {29.18, 60.74, 66.74, 21.75, 34.0}"
entity_161,column,entity_152,OC_MYSQL,MSRP,PRODUCTS,FLOAT,,"68.79, 53.91, 136.59, 91.34, 117.44",MSRP PRODUCTS FLOAT ,"MSRP: {68.79, 53.91, 136.59, 91.34, 117.44}"
entity_163,table,entity_162,OC_SAP,CUSTOMER,CUSTOMER,,,"CUSTOMER ID, CITY ID, COUNTRY ID, REGION ID, CUSTOMER, CITY NAME, COUNTRY NAME, REGION NAME","CUSTOMER [CUSTOMER ID, CITY ID, COUNTRY ID, REGION ID, CUSTOMER, CITY NAME, COUNTRY NAME, REGION NAME]","CUSTOMER: {CUSTOMER ID, CITY ID, COUNTRY ID, REGION ID, CUSTOMER, CITY NAME, COUNTRY NAME, REGION NAME}"
entity_164,column,entity_163,OC_SAP,CUSTOMERID,CUSTOMER,NUMBER,PRIMARY KEY,"39, 43, 83, 42, 29",CUSTOMERID CUSTOMER NUMBER PRIMARY KEY,"CUSTOMERID: {39, 43, 83, 42, 29}"
entity_165,column,entity_163,OC_SAP,CITYID,CUSTOMER,NUMBER,FOREIGN KEY,"15, 9, 29, 21, 26",CITYID CUSTOMER NUMBER FOREIGN KEY,"CITYID: {15, 9, 29, 21, 26}"
entity_166,column,entity_163,OC_SAP,COUNTRYID,CUSTOMER,NUMBER,FOREIGN KEY,"7, 11, 15, 8, 6",COUNTRYID CUSTOMER NUMBER FOREIGN KEY,"COUNTRYID: {7, 11, 15, 8, 6}"
entity_167,column,entity_163,OC_SAP,REGIONID,CUSTOMER,NUMBER,FOREIGN KEY,"5, 1, 2, 4, 3",REGIONID CUSTOMER NUMBER FOREIGN KEY,"REGIONID: {5, 1, 2, 4, 3}"
entity_168,column,entity_163,OC_SAP,CUSTOMER,CUSTOMER,VARCHAR2,,"Tekmigear, Alltabuy, Cylons R Us, Quebertini, Tekmubuy",CUSTOMER CUSTOMER VARCHAR2 ,"CUSTOMER: {Tekmigear, Alltabuy, Cylons R Us, Quebertini, Tekmubuy}"
entity_169,column,entity_163,OC_SAP,CITYNAME,CUSTOMER,VARCHAR2,,"Toronto, Kyoto, London, Pragues, Marseilles",CITYNAME CUSTOMER VARCHAR2 ,"CITYNAME: {Toronto, Kyoto, London, Pragues, Marseilles}"
entity_170,column,entity_163,OC_SAP,COUNTRYNAME,CUSTOMER,VARCHAR2,,"Mexico, France, Spain, Japan, Colombia",COUNTRYNAME CUSTOMER VARCHAR2 ,"COUNTRYNAME: {Mexico, France, Spain, Japan, Colombia}"
entity_171,column,entity_163,OC_SAP,REGIONNAME,CUSTOMER,VARCHAR2,,"EEMEA, Europe, North America, Latin America, Asia PAC",REGIONNAME CUSTOMER VARCHAR2 ,"REGIONNAME: {EEMEA, Europe, North America, Latin America, Asia PAC}"
